,dataname,description,lines,samples,startlat,startlon,latspace,lonspace,wavelength,gpslatitude,terrainheight,peglat,peglon,peghead,radardirection,time1,time2,phasesign,version,url,unw,geom
1322,PeruVo_29901_13043-007_14045-003_0396d_s01_L090HH_01,"Ubinas Volcano, Peru",16620,25626,-15.58396884,-72.13849284,-5.556e-05,5.556e-05,23.8403545,12495.9537,4425.00463,-15.9131161,-71.3927362,-60.810772,Left,19-Mar-2013 18:41:58 UTC,19-Apr-2014 18:21:32 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=PeruVo_29901_13043-007_14045-003_0396d_s01_L090_01,1,"POLYGON ((-72.13533547 -15.75051814, -72.05798253 -15.61393333, -70.72204127000001 -16.34735269, -70.79465712 -16.47692773, -72.13533547 -15.75051814))"
1323,SanAnd_26502_13095-003_14081-001_0384d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5527,10050,32.82112548,-117.20204208000001,-5.556e-05,5.556e-05,23.8403545,12494.9991,270.871288,32.8004444,-116.965764,-95.1831707,Left,23-May-2013 23:10:59 UTC,11-Jun-2014 17:00:10 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26502_13095-003_14081-001_0384d_s01_L090_01,1,"POLYGON ((-117.20572733 32.75125614, -116.66585875 32.7741548, -116.64119182 32.5858423, -117.1771282 32.54715083, -117.20572733 32.75125614))"
1324,SanAnd_08523_10072-003_11069-003_0379d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8126,55342,34.304966400000005,-119.04235596000001,-5.556e-05,5.556e-05,23.8403545,12496.1558,531.118708,33.9411687,-117.473212,85.8639926,Left,14-Oct-2010 00:38:50 UTC,28-Oct-2011 09:41:57 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08523_10072-003_11069-003_0379d_s01_L090_01,1,"POLYGON ((-115.98300745 34.26939678, -115.96878249 34.08791161, -119.01949525 33.88230853, -119.04232007 34.08227413, -115.98300745 34.26939678))"
1325,GalVol_14700_13036-001_13039-003_0005d_s01_L090HH_01,"Galapagos Islands, Ecuador",19824,13929,0.19896036,-91.49192988,-5.556e-05,5.556e-05,23.8403545,12494.9496,328.264034,-0.496815401,-91.1834349,146.923794,Left,9-Mar-2013 17:58:18 UTC,14-Mar-2013 16:38:02 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=GalVol_14700_13036-001_13039-003_0005d_s01_L090_01,1,"POLYGON ((-91.49201538 0.06413993, -91.32331462 0.16970114, -90.71835955 -0.76530593, -90.88762979000001 -0.87120642, -91.49201538 0.06413993))"
1326,padelW_18035_17062-004_17093-008_0087d_s01_L090HH_02,"West Peace-Athabasca Delta, Canada",30515,3567,59.31980076000001,-111.56910652,-5.556e-05,0.00011111,23.8403545,12494.6573,199.861853,58.445564563,-111.64511156,179.90000872,Left,13-Jun-2017 23:13:39 UTC,8-Sep-2017 20:03:10 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=padelW_18035_17062-004_17093-008_0087d_s01_L090_02,1,"POLYGON ((-111.56753232 59.29670351, -111.17533363 59.28926564, -111.19130506 57.64996063, -111.56274086 57.65705166, -111.56753232 59.29670351))"
1327,ChiVol_25301_13046-009_14053-003_0399d_s01_L090HH_01,"Copahue Volcano, Chile",9526,21043,-37.60045224,-71.861304,-5.556e-05,5.556e-05,23.8403545,12495.364,1510.24906,-37.7496769,-71.3682443,-107.635368,Left,25-Mar-2013 17:16:38 UTC,28-Apr-2014 17:24:49 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_25301_13046-009_14053-003_0399d_s01_L090_01,1,"POLYGON ((-70.76260296 -37.65642077, -70.6929825 -37.8207846, -71.78380438000001 -38.09616731, -71.85783567999999 -37.91565738, -70.76260296 -37.65642077))"
1328,SanAnd_26510_14004-010_14145-011_0260d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5420,10080,33.159652560000005,-117.23748936000001,-5.556e-05,5.556e-05,23.8403545,12495.0512,342.147866,33.1417568,-117.001467,-95.1834493,Left,22-Jan-2014 20:23:20 UTC,9-Oct-2014 21:36:57 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26510_14004-010_14145-011_0260d_s01_L090_01,1,"POLYGON ((-117.24044689 33.08977688, -116.69834993 33.11167097, -116.67533876 32.92847513, -117.21373444 32.89094125, -117.24044689 33.08977688))"
1329,BigIsl_32903_16083-002_16083-004_0000d_s01_L090HH_01,"Big Island, HI",16402,12021,20.03171352,-155.98036632,-5.556e-05,5.556e-05,23.8403545,12495.083,1450.52664,19.61903624,-155.49222516,-30.959149971,Left,6-Oct-2016 19:51:29 UTC,6-Oct-2016 20:28:38 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_32903_16083-002_16083-004_0000d_s01_L090_01,1,"POLYGON ((-155.96600379 19.89408449, -155.79473082 20.00935854, -155.3180372 19.27036405, -155.49395933 19.15032506, -155.96600379 19.89408449))"
1330,SanAnd_08504_10057-101_10071-004_0089d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5565,12658,33.021141480000004,-115.75125936,-5.556e-05,5.556e-05,23.8403545,12497.3055,-28.0357672,32.7366942,-115.347063,85.4380271,Left,1-Jul-2010 17:18:47 UTC,28-Sep-2010 18:32:29 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08504_10057-101_10071-004_0089d_s01_L090_01,1,"POLYGON ((-115.75138772 32.94564281, -115.0671828 32.99230371, -115.04960386 32.78903301, -115.73220666 32.74129677, -115.75138772 32.94564281))"
1331,SanAnd_26512_13095-015_14081-003_0383d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",8358,42549,33.45367608,-117.32310732,-5.556e-05,5.556e-05,23.8403545,12495.1244,341.159714,33.3640934,-116.190354,-95.6820635,Left,24-May-2013 03:19:19 UTC,11-Jun-2014 17:52:35 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26512_13095-015_14081-003_0383d_s01_L090_01,1,"POLYGON ((-117.32346411 33.22587357, -114.98145579 33.41601941, -114.95833753 33.21645518, -117.29467759 33.02349998, -117.32346411 33.22587357))"
1332,GrMesa_08112_15100-004_16058-000_0360d_s01_L090HH_01,"Grand Mesa, CO",6521,15814,39.297865800000004,-108.37105788000001,-5.556e-05,5.556e-05,23.8403545,12495.3276,2809.79401,38.985000646,-107.87829859,80.741879715,Left,29-Jun-2015 20:06:39 UTC,23-Jun-2016 16:31:56 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=GrMesa_08112_15100-004_16058-000_0360d_s01_L090_01,1,"POLYGON ((-108.37248957 39.15796783, -107.53631449 39.26776336, -107.49394373 39.08746959, -108.32484938 38.96658701, -108.37248957 39.15796783))"
1333,SanAnd_05518_10058-009_16034-023_2087d_s01_L090HH_01,"San Andreas Fault - North, CA",18770,29985,39.39281784,-123.40642728,-5.556e-05,5.556e-05,23.8403545,12496.0094,218.927346,38.7565757,-122.464416,55.477402,Left,8-Jul-2010 21:12:39 UTC,25-Mar-2016 21:01:05 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05518_10058-009_16034-023_2087d_s01_L090_01,1,"POLYGON ((-121.89044224 39.35869887, -121.7358615 39.19799598, -123.25067455 38.38137906, -123.4071684 38.54039615, -121.89044224 39.35869887))"
1334,LMega3_23506_09029-002_09030-003_0001d_s01_L090HH_01,"L-Band Megatransect 3, Greenland",13377,21956,70.09738512000001,-49.80850191,-5.556e-05,0.00011111,23.8403545,12493.994,1369.00857,69.8170131,-48.8993242,-126.148828,Left,26-May-2009 14:16:21 UTC,27-May-2009 14:27:28 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=LMega3_23506_09029-002_09030-003_0001d_s01_L090_01,1,"POLYGON ((-47.66373429 70.05266677, -47.36729983 69.90978696000001, -49.47954509 69.38645402, -49.80735256 69.53871168000001, -47.66373429 70.05266677))"
1335,ChiGla_09300_14048-005_14051-020_0002d_s01_L090HH_01,"Glaciar Universidad, Chile/Argentina",5054,9270,-34.539429600000005,-70.60225884,-5.556e-05,5.556e-05,23.8403545,12494.3414,2963.59827,-34.8258295,-70.3356034,93.3602481,Left,24-Apr-2014 15:45:25 UTC,26-Apr-2014 21:43:02 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiGla_09300_14048-005_14051-020_0002d_s01_L090_01,1,"POLYGON ((-70.59042273999999 -34.57158037, -70.09045913999999 -34.59526402, -70.09891564 -34.77405702, -70.60005535000001 -34.75096055, -70.59042273999999 -34.57158037))"
1336,cpfear_35303_18068-002_18069-004_0001d_s01_L090HH_01,"Cape Fear River, East Fork, SC",22056,7657,35.4267228,-78.0820794,-5.556e-05,5.556e-05,23.8403545,12494.5158,-17.8072549,34.857140819,-77.698023345,-7.347890434,Left,22-Sep-2018 16:06:06 UTC,23-Sep-2018 14:49:42 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=cpfear_35303_18068-002_18069-004_0001d_s01_L090_01,1,"POLYGON ((-78.08037677999999 35.37041038, -77.83873421 35.40049053, -77.65819353000001 34.25699411, -77.89748953 34.22716132, -78.08037677999999 35.37041038))"
1337,cpfear_13510_18065-008_18066-005_0001d_s01_L090HH_01,"Cape Fear River, NC",19242,22241,35.228595840000004,-79.2385608,-5.556e-05,5.556e-05,23.8403545,12502.1197,1.28305525,34.576535513,-78.722003847,134.66369139,Left,18-Sep-2018 17:51:19 UTC,19-Sep-2018 20:25:47 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=cpfear_13510_18065-008_18066-005_0001d_s01_L090_01,1,"POLYGON ((-79.23423145 35.05624448, -79.06842919 35.20164845, -78.00600108 34.33158656, -78.17320613 34.18638587, -79.23423145 35.05624448))"
1338,SanAnd_26520_13102-005_14004-006_0237d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8943,48146,34.09639416,-118.27134984000001,-5.556e-05,5.556e-05,23.8403545,12495.0595,520.916126,33.991392,-116.975779,-95.7768291,Left,31-May-2013 00:03:37 UTC,22-Jan-2014 18:37:44 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26520_13102-005_14004-006_0237d_s01_L090_01,1,"POLYGON ((-115.61756895 34.04860591, -115.59598121 33.85671684, -118.24209166 33.63759602, -118.2709571 33.84444525, -115.61756895 34.04860591))"
1339,SanAnd_26524_09014-007_15100-006_2258d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",9870,58077,34.408863600000004,-119.21192508,-5.556e-05,5.556e-05,23.8403545,12495.3227,822.524617,34.2831943,-117.617662,-95.9084235,Left,23-Apr-2009 20:41:05 UTC,29-Jun-2015 21:46:06 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26524_09014-007_15100-006_2258d_s01_L090_01,1,"POLYGON ((-116.00691035 34.35649744, -115.98464017 34.17334305, -119.18119609 33.90114787, -119.21390368 34.10483981, -116.00691035 34.35649744))"
1340,BigIsl_32903_16085-010_16085-012_0000d_s01_L090HH_01,"Big Island, HI",16439,12092,20.0341026,-155.97703272,-5.556e-05,5.556e-05,23.8403545,12494.9424,1453.68054,19.618377214,-155.49180706,-30.958909413,Left,10-Oct-2016 04:31:10 UTC,10-Oct-2016 05:07:31 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_32903_16085-010_16085-012_0000d_s01_L090_01,1,"POLYGON ((-155.96401537 19.89660554, -155.78729192 20.0062262, -155.30774489 19.26850059, -155.49216633 19.1531095, -155.96401537 19.89660554))"
1341,SanAnd_26522_12027-003_12133-007_0183d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8997,50008,34.26012948,-118.48320012,-5.556e-05,5.556e-05,23.8403545,12494.9635,660.638998,34.1530565,-117.115637,-95.7832951,Left,15-May-2012 22:36:02 UTC,14-Nov-2012 23:23:37 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26522_12027-003_12133-007_0183d_s01_L090_01,1,"POLYGON ((-115.72476764 34.21661712, -115.70508638 34.02393537, -118.45485918 33.79540793, -118.48148343 33.99946631, -115.72476764 34.21661712))"
1342,SDelta_23520_17001-029_17020-002_0026d_s01_L090HH_02,"Sacramento-San Joaquin Delta, CA",12557,17960,38.218223880000004,-122.14521528,-5.556e-05,5.556e-05,23.8403545,12495.1122,67.3295956,37.974821948,-121.77732617,-125.29802361,Left,4-Feb-2017 22:59:48 UTC,2-Mar-2017 21:58:34 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SDelta_23520_17001-029_17020-002_0026d_s01_L090_02,1,"POLYGON ((-121.2923167 38.19035745, -121.14969253 38.02469021, -121.99846621 37.55004083, -122.14216224 37.71479536, -121.2923167 38.19035745))"
1343,stlake_09127_21005-000_21008-001_0007d_s01_L090HH_01,"Salt Lake City, UT",4895,8878,40.707589680000005,-111.954789,-5.556e-05,5.556e-05,23.8403545,12494.67,2026.28218,40.437603394,-111.69579811,90.916980566,Left,21-Jan-2021 00:25:08 UTC,28-Jan-2021 00:47:02 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=stlake_09127_21005-000_21008-001_0007d_s01_L090_01,1,"POLYGON ((-111.95089136 40.67265364, -111.46133665 40.66958735, -111.46807675 40.47402718, -111.95678467 40.47306721, -111.95089136 40.67265364))"
1344,SDelta_15502_15053-009_15064-010_0019d_s01_L090HH_01,"Sacramento-San Joaquin Delta, CA",10664,9227,38.57941944,-122.1297696,-5.556e-05,5.556e-05,23.8403545,12496.6138,48.0267826,38.1965914,-122.015106,153.941363,Left,27-Apr-2015 21:27:04 UTC,16-May-2015 00:45:30 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SDelta_15502_15053-009_15064-010_0019d_s01_L090_01,1,"POLYGON ((-122.11332702 38.46689912, -121.89339217 38.5515404, -121.61860721 38.10539593, -121.85228962 38.0162179, -122.11332702 38.46689912))"
1345,SanAnd_26526_10085-004_11047-004_0213d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",9959,59032,34.57459908,-119.34087984000001,-5.556e-05,5.556e-05,23.8403545,12495.3962,863.372092,34.4466616,-117.722664,-95.9292745,Left,7-Dec-2010 00:57:41 UTC,8-Jul-2011 18:22:32 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26526_10085-004_11047-004_0213d_s01_L090_01,1,"POLYGON ((-116.0834343 34.53105709, -116.06054878 34.33495245, -119.30995147 34.05900197, -119.34182707 34.26576116, -116.0834343 34.53105709))"
1346,gulfco_32032_15057-001_15057-003_0000d_s01_L090HH_01,"Gulf Coast, LA",8493,8127,29.66565084,-91.59960516000001,-5.556e-05,5.556e-05,23.8403545,12495.5198,-25.179653,29.5470143,-91.270297,-39.9591771,Left,8-May-2015 11:37:53 UTC,8-May-2015 12:05:07 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_32032_15057-001_15057-003_0000d_s01_L090_01,1,"POLYGON ((-91.59692635 29.50607059, -91.42495538 29.6392686, -91.15080614999999 29.35320388, -91.32270113 29.22031992, -91.59692635 29.50607059))"
1347,SanAnd_05518_09091-002_15152-011_2158d_s01_L090HH_01,"San Andreas Fault - North, CA",18771,29989,39.393429000000005,-123.4054272,-5.556e-05,5.556e-05,23.8403545,12495.7117,218.995823,38.7571367,-122.463366,55.4773687,Left,17-Nov-2009 23:35:14 UTC,15-Oct-2015 20:36:14 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05518_09091-002_15152-011_2158d_s01_L090_01,1,"POLYGON ((-121.88531231 39.3614462, -121.74026723 39.19598935, -123.25521983 38.37916302, -123.40235461 38.54307601, -121.88531231 39.3614462))"
1348,SanAnd_26528_10074-006_11068-005_0372d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",10690,66274,34.73588976,-119.84230884,-5.556e-05,5.556e-05,23.8403545,12495.0546,674.748112,34.5889684,-118.043604,-96.0577991,Left,21-Oct-2010 20:38:51 UTC,28-Oct-2011 05:09:23 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26528_10074-006_11068-005_0372d_s01_L090_01,1,"POLYGON ((-116.18103692 34.68961713, -116.16026976 34.49580206, -119.81086376 34.18007887, -119.84121992 34.38695482, -116.18103692 34.68961713))"
1349,ColVol_00600_13037-008_15019-007_0731d_s01_L090HH_01,"Huila Volcano, Colombia",15467,5179,3.32587716,-76.15764768000001,-5.556e-05,5.556e-05,23.8403545,12494.9332,2669.30053,2.88626619,-75.8780283,5.59880825,Left,12-Mar-2013 17:26:14 UTC,13-Mar-2015 01:47:11 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ColVol_00600_13037-008_15019-007_0731d_s01_L090_01,1,"POLYGON ((-76.07975274 3.29390679, -75.89663197 3.28164918, -75.94653572999999 2.49911504, -76.15324164 2.51131431, -76.07975274 3.29390679))"
1350,gulfco_14013_09045-005_11038-007_0736d_s01_L090HH_01,"Gulf Coast, LA",23888,22723,30.255698040000002,-91.46442768,-5.556e-05,5.556e-05,23.8403545,12496.2115,-21.8195669,29.4926187,-90.9496761,140.27529,Left,17-Jun-2009 18:13:29 UTC,23-Jun-2011 17:08:30 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14013_09045-005_11038-007_0736d_s01_L090_01,1,"POLYGON ((-91.46393797 30.09924827, -91.28610537 30.22727186, -90.20287026 29.08455095, -90.38014407999999 28.95788433, -91.46393797 30.09924827))"
1351,koyukk_25517_17067-001_17097-002_0088d_s01_L090HH_01,Koyuk AK Legacy Line,9251,22168,65.17360236000002,-161.52327363999999,-5.556e-05,0.00011111,23.8403545,12495.6265,253.74991,65.047212351,-160.41531891,-104.38914597,Left,19-Jun-2017 19:00:40 UTC,15-Sep-2017 18:37:53 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=koyukk_25517_17067-001_17097-002_0088d_s01_L090_01,1,"POLYGON ((-159.17573982 65.13386206, -159.05347638 64.94130697999999, -161.38762477 64.69174936, -161.52781376 64.8862306, -159.17573982 65.13386206))"
1352,SanAnd_05508_14112-007_14140-005_0053d_s01_L090HH_01,"Hayward Fault, CA",10873,15078,38.49380148,-122.3283966,-5.556e-05,5.556e-05,23.8403545,12495.1059,1.34032684,38.0965429,-121.774931,55.2517392,Left,14-Aug-2014 19:52:54 UTC,6-Oct-2014 20:01:37 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05508_14112-007_14140-005_0053d_s01_L090_01,1,"POLYGON ((-121.64116604 38.46361062, -121.49084201 38.2953742, -122.18178286 37.92431252, -122.32799008 38.08620225, -121.64116604 38.46361062))"
1353,SanAnd_26509_10027-009_10084-008_0233d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",6389,20616,33.28438476,-116.10517656,-5.556e-05,5.556e-05,23.8403545,12495.2743,63.519257,33.2442512,-115.57713,-95.345711,Left,12-Apr-2010 23:25:41 UTC,1-Dec-2010 20:29:36 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26509_10027-009_10084-008_0233d_s01_L090_01,1,"POLYGON ((-116.10123257 33.16469805, -114.97827123 33.24575114, -114.96127734 33.04737226, -116.08184663 32.95941046, -116.10123257 33.16469805))"
1354,Slumgl_03501_13068-000_13086-000_0011d_s01_L090HH_01,"Slumgullion, CO",7356,7514,38.1719424,-107.44831740000001,-5.556e-05,5.556e-05,23.8403545,12495.1876,3287.8615,37.9210518,-107.082914,34.954125,Left,22-Apr-2013 21:14:50 UTC,3-May-2013 21:58:11 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_03501_13068-000_13086-000_0011d_s01_L090_01,1,"POLYGON ((-107.23888392 38.13854482, -107.03648509 38.03924666, -107.24039391 37.79890176, -107.44842722 37.89969992, -107.23888392 38.13854482))"
1355,tuolum_27110_16047-009_16049-002_0002d_s01_L090HH_02,"Tuolumne River, CA",4617,5750,38.01504096,-119.51722728,-5.556e-05,5.556e-05,23.8403545,12494.443,2832.49182,38.024551066,-119.37474087,-88.93623993,Left,5-Apr-2016 22:22:36 UTC,7-Apr-2016 15:44:01 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=tuolum_27110_16047-009_16049-002_0002d_s01_L090_02,1,"POLYGON ((-119.51307454 37.97841845, -119.19810005 37.97101409, -119.20192062 37.78811108, -119.51656509 37.79703641, -119.51307454 37.97841845))"
1356,PeruVo_30003_13043-009_14045-005_0396d_s01_L090HH_01,"El Misti Volcano, Peru",10858,13868,-15.97527792,-71.7951876,-5.556e-05,5.556e-05,23.8403545,12496.1754,4216.84036,-16.1604663,-71.3739605,-59.8133904,Left,19-Mar-2013 19:13:28 UTC,19-Apr-2014 18:55:51 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=PeruVo_30003_13043-009_14045-005_0396d_s01_L090_01,1,"POLYGON ((-71.79026469 -16.16865417, -71.69818192 -16.0125156, -71.04041035 -16.40161482, -71.12644423 -16.54888508, -71.79026469 -16.16865417))"
1357,Ncarag_12801_11017-134_13035-008_0682d_s01_L090HH_01,Nicaragua Volcanoes,16382,18348,12.20503188,-86.39846688,-5.556e-05,5.556e-05,23.8403545,12495.4181,244.28905,11.6218888,-85.9540557,128.291279,Left,26-Apr-2011 19:02:59 UTC,8-Mar-2013 22:28:43 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Ncarag_12801_11017-134_13035-008_0682d_s01_L090_01,1,"POLYGON ((-86.39422302 12.02466992, -86.26762762 12.17472755, -85.37876180000001 11.48274494, -85.51326401 11.32632431, -86.39422302 12.02466992))"
1358,SanAnd_23511_12128-001_13089-002_0184d_s01_L090HH_01,"Northern San Andreas Fault, CA",11692,16558,38.7355986,-122.5150782,-5.556e-05,5.556e-05,23.8403545,12494.7865,102.922404,38.5206732,-122.178497,-125.272736,Left,5-Nov-2012 20:31:44 UTC,8-May-2013 17:37:58 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23511_12128-001_13089-002_0184d_s01_L090_01,1,"POLYGON ((-121.74225221 38.70734981, -121.59605925 38.54304037, -122.36663842 38.11566021, -122.51304655 38.27824345, -121.74225221 38.70734981))"
1359,Ncarag_30201_10020-002_11017-126_0439d_s01_L090HH_01,Nicaragua Volcanoes,9616,10998,12.86764044,-87.15986112,-5.556e-05,5.556e-05,23.8403545,12494.8905,206.684519,12.6767927,-86.6978131,-58.1348105,Left,11-Feb-2010 16:31:39 UTC,26-Apr-2011 16:17:17 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Ncarag_30201_10020-002_11017-126_0439d_s01_L090_01,0,"POLYGON ((-87.1574765 12.66738344, -87.05292815 12.83998962, -86.55215853 12.53178862, -86.65575826 12.36146297, -87.1574765 12.66738344))"
1360,alamos_35915_20005-003_20008-000_0007d_s01_L090HH_01,"Los Alamos, NM",7795,4713,36.121778400000004,-106.56674688000001,-5.556e-05,5.556e-05,23.8403545,12494.6542,2475.37174,35.918172637,-106.27028087,-1.0004518324,Left,12-Feb-2020 15:49:01 UTC,19-Feb-2020 16:13:08 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=alamos_35915_20005-003_20008-000_0007d_s01_L090_01,1,"POLYGON ((-106.563759 36.08273794, -106.33189969 36.09990616, -106.30354236 35.73218324, -106.55273661 35.70985025, -106.563759 36.08273794))"
1361,SanAnd_05510_12017-007_13089-001_0385d_s01_L090HH_01,"Northern San Andreas Fault, CA",11252,15842,38.63214588,-122.51068896000001,-5.556e-05,5.556e-05,23.8403545,12495.5031,0.373807479,38.2203711,-121.928633,55.2663839,Left,18-Apr-2012 19:09:23 UTC,8-May-2013 17:21:06 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05510_12017-007_13089-001_0385d_s01_L090_01,1,"POLYGON ((-121.78043342 38.59869633, -121.62669308 38.43810605, -122.35712326 38.03805507, -122.51196611 38.19800696, -121.78043342 38.59869633))"
1362,irnton_01406_21010-003_21012-005_0007d_s01_L090HH_01,"Ironton, CO",8383,6465,38.12593872,-107.91402132,-5.556e-05,5.556e-05,23.8403545,12496.1139,3387.51917,37.872809839,-107.57483203,13.990481018,Left,4-Feb-2021 00:23:15 UTC,11-Feb-2021 00:28:11 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=irnton_01406_21010-003_21012-005_0007d_s01_L090_01,1,"POLYGON ((-107.79599168 38.09082718, -107.56625493 38.06140282, -107.66555014 37.70175305, -107.91213583 37.72803584, -107.79599168 38.09082718))"
1363,SanAnd_26510_09015-006_10027-010_0353d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5421,10089,33.159708120000005,-117.23793384000001,-5.556e-05,5.556e-05,23.8403545,12496.2112,342.427627,33.1418016,-117.000851,-95.1821315,Left,24-Apr-2009 21:33:59 UTC,12-Apr-2010 23:35:25 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26510_09015-006_10027-010_0353d_s01_L090_01,1,"POLYGON ((-117.23659442 33.08955283, -116.69648325 33.11203798, -116.67716332 32.92833493, -117.21559006 32.89080353, -117.23659442 33.08955283))"
1364,SanAnd_23517_09006-004_16034-022_2592d_s01_L090HH_01,"San Andreas Fault - North, CA",17736,27433,39.319978680000006,-123.18313164000001,-5.556e-05,5.556e-05,23.8403545,12495.5159,245.672646,38.935521,-122.554923,-125.46933,Left,18-Feb-2009 20:39:00 UTC,25-Mar-2016 20:38:22 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23517_09006-004_16034-022_2592d_s01_L090_01,1,"POLYGON ((-121.80462071 39.29353755, -121.66414189 39.12597606, -123.03504488 38.36420365, -123.1737138 38.52433174, -121.80462071 39.29353755))"
1365,ChiVol_15800_13046-007_14048-008_0395d_s01_L090HH_01,"Antuco Volcano, Chile",14769,10695,-37.26120288,-71.5259994,-5.556e-05,5.556e-05,23.8403545,12494.857,1705.33747,-37.7491064,-71.3846615,157.794459,Left,25-Mar-2013 16:41:56 UTC,24-Apr-2014 16:46:26 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_15800_13046-007_14048-008_0395d_s01_L090_01,1,"POLYGON ((-71.52077986 -37.35950365, -71.29080516000001 -37.2931693, -70.93294594 -37.9788918, -71.14661691000001 -38.04342628, -71.52077986 -37.35950365))"
